speaker,text,date,year,debate_id
Pence,"Well, I think it’s — I think it’s a great question, Elaine, but it really does begin with us reforming our immigration system and putting the interests, particularly the safety and security of the American people, first.",2016-10-04,2016,2016_October_4_2016
Kaine,"Elaine, I want to…[crosstalk]",2016-10-04,2016,2016_October_4_2016
Quijano,"Governor, the question was about homegrown.",2016-10-04,2016,2016_October_4_2016
Pence,"Yeah, and so — but first, you know, let’s make sure we’re putting the safety and security of the American people first instead of Hillary Clinton expanding the Syrian refugee program…",2016-10-04,2016,2016_October_4_2016
Kaine,Or instead of you violating the Constitution by blocking people based on their national origin rather than whether they’re dangerous.,2016-10-04,2016,2016_October_4_2016
Pence,That’s not — that’s absolutely false.,2016-10-04,2016,2016_October_4_2016
Kaine,"That’s what the Seventh Circuit decided just — here’s the difference, Elaine.",2016-10-04,2016,2016_October_4_2016
Pence,The Seventh Circuit…,2016-10-04,2016,2016_October_4_2016
Kaine,"We have different views on — on refugee issues and on immigration. Hillary and I want to do enforcement based on, are people dangerous? These guys say all Mexicans are bad.",2016-10-04,2016,2016_October_4_2016
Pence,That’s absolutely false.,2016-10-04,2016,2016_October_4_2016
Kaine,"And with respect to refugees, we want to keep people out if they’re dangerous. Donald Trump said keep them out if they’re Muslim. Mike Pence…",2016-10-04,2016,2016_October_4_2016
Pence,Absolutely…,2016-10-04,2016,2016_October_4_2016
Kaine,… put a program in place to keep them out if they’re from Syria. And yesterday an appellate court with three Republican judges struck down the Pence plan…,2016-10-04,2016,2016_October_4_2016
Pence,Right. Right.,2016-10-04,2016,2016_October_4_2016
Kaine,… and said it was discriminatory…,2016-10-04,2016,2016_October_4_2016
Pence,And those judges — those judges said…,2016-10-04,2016,2016_October_4_2016
Kaine,"We should focus upon danger, not upon discrimination.",2016-10-04,2016,2016_October_4_2016
Pence,"Elaine, to your point, those judges said it was because there wasn’t any evidence yet that — that ISIS had infiltrated the United States. Well, Germany just arrested three Syrian refugees that were connected to ISIS.",2016-10-04,2016,2016_October_4_2016
Kaine,But they told you there’s a right way and a wrong way to do it.,2016-10-04,2016,2016_October_4_2016
Pence,"But, look, if you’re going to be critical of me on that, that’s fair game. I will tell you, after two Syrian refugees were involved in the attack in Paris that is called Paris’ 9/11, as governor of the state of Indiana, I have no higher priority than the safety and security of the people of my state.",2016-10-04,2016,2016_October_4_2016
Kaine,"But, Governor Pence…",2016-10-04,2016,2016_October_4_2016
Pence,So you bet I suspended that program.,2016-10-04,2016,2016_October_4_2016
Kaine,"But, Governor Pence, I just…",2016-10-04,2016,2016_October_4_2016
Pence,"And I stand by that decision. And if I’m vice president of the United States or Donald Trump is president, we’re going to put the safety and security of the American people first.",2016-10-04,2016,2016_October_4_2016
Kaine,Sure. Can we just be clear — Hillary and I will do immigration enforcement and we’ll vet refugees based on whether they’re dangerous or not. We won’t do it based on discriminating against you from the country you come from or the religion that you practice.,2016-10-04,2016,2016_October_4_2016
Pence,But the problem with that…,2016-10-04,2016,2016_October_4_2016
Kaine,That is completely antithetical to the Jeffersonian values of…[crosstalk],2016-10-04,2016,2016_October_4_2016
Pence,"Elaine, the director of the FBI, our homeland security, said we can’t know for certain who these people are coming from Syria.",2016-10-04,2016,2016_October_4_2016
Kaine,"Yes, we can, and when we don’t let them know, we don’t let them in.",2016-10-04,2016,2016_October_4_2016
Pence,So — the FBI…,2016-10-04,2016,2016_October_4_2016
Kaine,"When we don’t know who they are, we don’t let them in.",2016-10-04,2016,2016_October_4_2016
Pence,"The FBI and homeland security said we can’t know for certain. You’ve got to err on the side of the safety and security of the American people, Senator. I understand the…",2016-10-04,2016,2016_October_4_2016
Kaine,By trashing all Syrians or trashing all Muslims?,2016-10-04,2016,2016_October_4_2016
Pence,… the U.N. wants us to expand the Syrian refugee program…,2016-10-04,2016,2016_October_4_2016
Quijano,"Senator Kaine, let me ask you this. Secretary Clinton…",2016-10-04,2016,2016_October_4_2016
Pence,We’re going to put the safety and security of the American people first.,2016-10-04,2016,2016_October_4_2016
Quijano,… has talked about an intelligence surge.,2016-10-04,2016,2016_October_4_2016
Quijano,What exactly would an intelligence surge look like? And how would that help identify terrorists with no operational connection to a foreign terrorist organization?,2016-10-04,2016,2016_October_4_2016
Kaine,"Intelligence surge is two things, Elaine. It’s two things. It’s, first, dramatically expanding our intelligence capacities by hiring great professionals, but also we’ve got some of the best intel and cyber employees in the world right here in the United States working for many of our private sector companies.",2016-10-04,2016,2016_October_4_2016
Pence,"That’s not his plan. KAINE: Well, he said NATO is obsolete. And, look, if you put aside — push aside your alliances, who you’re going to share intelligence with? Hillary Clinton is the secretary of state who knows how to build alliances. She built the sanctions regime around the world that stopped the Iranian nuclear weapons program. And that’s what an intelligence surge means. Better skill and capacity, but also better alliances.",2016-10-04,2016,2016_October_4_2016
Quijano,All right. I’d like to turn now to the tragedy in Syria. Two hundred fifty thousand…,2016-10-04,2016,2016_October_4_2016
Pence,Can I speak about the cybersecurity surge at all?,2016-10-04,2016,2016_October_4_2016
Quijano,"You can — you can have 30 seconds, Governor, quickly, please.",2016-10-04,2016,2016_October_4_2016
Pence,"First, Donald Trump just spoke about this issue this week. We have got to bring together the best resources of this country to understand that cyber warfare is the new warfare of the asymmetrical enemies that we face in this country. And I look forward if I’m privileged to be in this role of working with you in the Senate to make sure that we resource that effort.",2016-10-04,2016,2016_October_4_2016
Kaine,We will work together in whatever roles we inhabit.,2016-10-04,2016,2016_October_4_2016
Pence,"We have an intelligence, sir. But I will also tell you that it’s important in this moment to remember that Hillary Clinton had a private server in her home that had classified information on it…",2016-10-04,2016,2016_October_4_2016
Quijano,And I don’t — 30 seconds is on up.,2016-10-04,2016,2016_October_4_2016
Pence,"… about drone strikes, e-mails from the president of the United States of America were on there.",2016-10-04,2016,2016_October_4_2016
Pence,Her private server was subject to being hacked by foreign…[crosstalk],2016-10-04,2016,2016_October_4_2016
Quijano,"I’d like to ask you about Syria, Governor.",2016-10-04,2016,2016_October_4_2016
Pence,We could put cybersecurity first if we just make sure the next secretary of state doesn’t have a private server.,2016-10-04,2016,2016_October_4_2016
Kaine,A full investigation concluded that not one reasonable prosecutor would take any additional step. You don’t get to decide the rights and wrongs of this. We have a justice system that does that. And a Republican FBI director did an investigation and concluded that…[crosstalk],2016-10-04,2016,2016_October_4_2016
Quijano,"All right, we are moving on now. Two hundred fifty thousand people…",2016-10-04,2016,2016_October_4_2016
Pence,If your son or my son handled classified information the way Hillary Clinton did…,2016-10-04,2016,2016_October_4_2016
Quijano,… one hundred thousand of them children — Governor…,2016-10-04,2016,2016_October_4_2016
Pence,… they’d be court martialed.,2016-10-04,2016,2016_October_4_2016
Kaine,That is absolutely false and you know that.,2016-10-04,2016,2016_October_4_2016
Pence,Absolutely true.,2016-10-04,2016,2016_October_4_2016
Kaine,"And you know that, Governor.",2016-10-04,2016,2016_October_4_2016
Pence,It’s absolutely true.,2016-10-04,2016,2016_October_4_2016
Quijano,"Gentlemen, please.",2016-10-04,2016,2016_October_4_2016
Kaine,Because the FBI did an investigation.,2016-10-04,2016,2016_October_4_2016
Quijano,Gentlemen.,2016-10-04,2016,2016_October_4_2016
Kaine,And they concluded that there was no reasonable prosecutor who would take it further. Sorry.,2016-10-04,2016,2016_October_4_2016
Quijano,"Senator Kaine, Governor Pence, please.",2016-10-04,2016,2016_October_4_2016
Quijano,"I want to turn now to Syria. Two hundred fifty thousand people, 100,000 of them children, are under siege in Aleppo, Syria. Bunker buster bombs, cluster munitions, and incendiary weapons are being dropped on them by Russian and Syrian militaries. Does the U.S. have a responsibility to protect civilians and prevent mass casualties on this scale, Governor Pence?",2016-10-04,2016,2016_October_4_2016
Pence,"The United States of America needs to begin to exercise strong leadership to protect the vulnerable citizens and over 100,000 children in Aleppo. Hillary Clinton’s top priority when she became secretary of state was the Russian reset, the Russian reset. After the Russian reset, the Russians invaded Ukraine and took over Crimea.",2016-10-04,2016,2016_October_4_2016
Quijano,"Governor, your two minutes are up.",2016-10-04,2016,2016_October_4_2016
Pence,"We’ve just got to have American strength on the world stage. When Donald Trump becomes president of the United States, the Russians and other countries in the world will know they’re dealing with a strong American president.",2016-10-04,2016,2016_October_4_2016
Quijano,Senator Kaine?,2016-10-04,2016,2016_October_4_2016
Kaine,"Hillary and I also agree that the establishment of humanitarian zones in northern Syria with the provision of international human aid, consistent with the U.N. Security Council resolution that was passed in February 2014, would be a very, very good idea.",2016-10-04,2016,2016_October_4_2016
Pence,"Well, that offended me.",2016-10-04,2016,2016_October_4_2016
Kaine,"Governor Pence just said — Governor Pence just said that Donald Trump will rebuild the military. No, he won’t. Donald Trump is avoiding paying taxes. The New York Times story — and we need to get this — but the New York Times suggested that he probably didn’t pay taxes for about 18 years starting in 1995. Those years included the years of 9/11.",2016-10-04,2016,2016_October_4_2016
Quijano,"The question was about Aleppo, Senator.",2016-10-04,2016,2016_October_4_2016
Kaine,"He wouldn’t support troops. He wouldn’t — he wouldn’t support — this is important, Elaine. When a guy running for president will not support the troops, not support veterans, not support teachers, that’s really important.",2016-10-04,2016,2016_October_4_2016
Kaine,"And I said about Aleppo, we do agree the notion is we have to create a humanitarian zone in northern Syria. It’s very important.",2016-10-04,2016,2016_October_4_2016
Quijano,"Governor Pence, you had mentioned a no-fly zone. Where would you propose setting up a safe zone specifically? How would you keep it safe?",2016-10-04,2016,2016_October_4_2016
Pence,"Well, first and foremost, Donald Trump supports our troops. Donald Trump supports our veterans.",2016-10-04,2016,2016_October_4_2016
Kaine,He won’t pay taxes.,2016-10-04,2016,2016_October_4_2016
Pence,Donald Trump has paid all the taxes that he’s — do you not take deductions? How does that work?,2016-10-04,2016,2016_October_4_2016
Quijano,"Gentlemen, this is about Syria. I’d like to…[crosstalk]",2016-10-04,2016,2016_October_4_2016
Pence,"Honestly, Senator. Honestly, Senator.",2016-10-04,2016,2016_October_4_2016
Kaine,It is about our troops. It is about our troops.,2016-10-04,2016,2016_October_4_2016
Pence,I understand why you want to change — I understand why you want to change the subject.,2016-10-04,2016,2016_October_4_2016
Kaine,How can you support the troops if you won’t pay taxes?,2016-10-04,2016,2016_October_4_2016
Pence,I understand why you want to change the subject. And let me be very clear on this Russian thing. The larger question here…,2016-10-04,2016,2016_October_4_2016
Kaine,Do you think Donald Trump is smart to not pay taxes?,2016-10-04,2016,2016_October_4_2016
Quijano,"Gentlemen, we’re going to have time to get to Russia here.",2016-10-04,2016,2016_October_4_2016
Pence,"What we’re dealing with is the — you know, there’s an old proverb that says the Russian bear never dies, it just hibernates. And the truth of the matter is, the weak and feckless foreign policy of Hillary Clinton and Barack Obama has awakened an aggression in Russia that first appeared a few years ago with their move in Georgia, now their move into Crimea, now their move into the wider Middle East.",2016-10-04,2016,2016_October_4_2016
Quijano,And exactly how would those safe zones work? How would they remain safe?,2016-10-04,2016,2016_October_4_2016
Pence,"The — the safe zones would have to be — as the senator said, there’s already a framework for this that’s been recognized by the international community. The United States of America needs to be prepared to work with our allies in the region to create a route for safe passage and then to protect people in those areas, including with a no-fly zone.",2016-10-04,2016,2016_October_4_2016
Kaine,"Well, let me — let me come back…",2016-10-04,2016,2016_October_4_2016
Pence,… is deeply troubling to me. That will all change the day Donald Trump becomes president of the United States.,2016-10-04,2016,2016_October_4_2016
Kaine,"… and talk about — let me talk about the things that Governor Pence doesn’t want to acknowledge, Elaine. He doesn’t want to acknowledge that we stopped the Iranian nuclear weapons program. He doesn’t want to acknowledge…",2016-10-04,2016,2016_October_4_2016
Pence,You didn’t.,2016-10-04,2016,2016_October_4_2016
Kaine,… that Hillary was part of the team that got bin Laden. He doesn’t want to acknowledge…,2016-10-04,2016,2016_October_4_2016
Pence,I just did.,2016-10-04,2016,2016_October_4_2016
Kaine,"… that it’s a good thing, not a bad thing, that it’s a good thing — not a bad thing — that we’re down from 175,000 troops deployed overseas to 15,000.",2016-10-04,2016,2016_October_4_2016
Pence,"And come on. Senator. Senator, that was even beneath you and Hillary Clinton. And that — that’s pretty low.",2016-10-04,2016,2016_October_4_2016
Kaine,But do you — do you think — do you think we should have — more nuclear weapons in the world will make us safer?,2016-10-04,2016,2016_October_4_2016
Pence,"Senator, the…",2016-10-04,2016,2016_October_4_2016
Kaine,That’s what Donald Trump thinks.,2016-10-04,2016,2016_October_4_2016
Pence,Ronald Reagan also said nuclear war should never be fought because it can never be won. And the United States of America needs to make investments in modernizing our nuclear force for both deterrence…,2016-10-04,2016,2016_October_4_2016
Kaine,But can you defend Donald Trump’s claim that more nations should get nuclear weapons?,2016-10-04,2016,2016_October_4_2016
Pence,"… and assurance to our allies. But let me go back to this Iran thing. I mean, he keeps saying that they prevented — that Hillary Clinton started the deal with the Iranians prevented Iran from getting a nuclear weapon.",2016-10-04,2016,2016_October_4_2016
Kaine,That’s what the Israeli joint chiefs of staff is saying right now.,2016-10-04,2016,2016_October_4_2016
Pence,"Well, that’s not what — that’s not what Israel thinks.",2016-10-04,2016,2016_October_4_2016
Kaine,"Gadi Eizenkot, you can go check it.",2016-10-04,2016,2016_October_4_2016
Pence,You wouldn’t necessarily know that.,2016-10-04,2016,2016_October_4_2016
Kaine,Go to the tape.,2016-10-04,2016,2016_October_4_2016
Pence,I know you boycotted Prime Minister Netanyahu’s speech when he came before the Congress.,2016-10-04,2016,2016_October_4_2016
Kaine,"No, I visited him in his office. I visited him in his office.",2016-10-04,2016,2016_October_4_2016
Pence,"You boycotted the speech. The point is, what this Iran — so-called Iran deal did was essentially guarantee — I mean, when I was in Congress, I fought hard on a bipartisan basis with Republican and Democrat members to move forward the toughest sanctions, it — literally in the history of the United States, against Iran.",2016-10-04,2016,2016_October_4_2016
Kaine,And then Hillary used them to get a deal.,2016-10-04,2016,2016_October_4_2016
Pence,"We were bringing them to heel, but the goal was always that we would only lift the sanctions if Iran permanently renounced their nuclear ambitions.",2016-10-04,2016,2016_October_4_2016
Kaine,"Elaine, let me just mention one thing.",2016-10-04,2016,2016_October_4_2016
Pence,"They have not — Elaine, let me finish a sentence. They have not renounced their nuclear ambitions. And when the deal’s period runs out, there’s no limitation on them obtaining weapons. That…[crosstalk]",2016-10-04,2016,2016_October_4_2016
Quijano,"And very quickly, Senator.",2016-10-04,2016,2016_October_4_2016
Pence,… and the fact that they got $1.7 billion in a ransom payment…,2016-10-04,2016,2016_October_4_2016
Quijano,"We need to talk about Russia. Very quickly, though, Senator, please.",2016-10-04,2016,2016_October_4_2016
Pence,… is astonishing to the American people.,2016-10-04,2016,2016_October_4_2016
Kaine,"Six times tonight, I have said to Governor Pence I can’t imagine how you can defend your running mate’s position on one issue after the next. And in all six cases, he’s refused to defend his running mate.",2016-10-04,2016,2016_October_4_2016
Pence,"Well, let’s — no, no, don’t put words in my mouth.",2016-10-04,2016,2016_October_4_2016
Quijano,All right.,2016-10-04,2016,2016_October_4_2016
Pence,He’s going…[crosstalk],2016-10-04,2016,2016_October_4_2016
Kaine,And yet he is asking everybody to vote for somebody that he cannot defend. And I just think that should be underlined.,2016-10-04,2016,2016_October_4_2016
Pence,"No, I’m — look…[crosstalk]",2016-10-04,2016,2016_October_4_2016
Quijano,"All right, gentlemen, let’s talk about Russia. This is a topic that has come up.",2016-10-04,2016,2016_October_4_2016
Pence,"I’m very, very happy to defend Donald Trump. If he wants to take these one at a time, I’ll take them one at a time.",2016-10-04,2016,2016_October_4_2016
Quijano,I will give you an opportunity to do that.,2016-10-04,2016,2016_October_4_2016
Kaine,More nations should get nuclear weapons. Try to defend that.,2016-10-04,2016,2016_October_4_2016
Pence,"Don’t put words in my mouth. Well, he never said that, Senator.",2016-10-04,2016,2016_October_4_2016
Kaine,"He absolutely said it. Saudi Arabia, South Korea, Japan.",2016-10-04,2016,2016_October_4_2016
Pence,"Most of the stuff you’ve said, he’s never said.",2016-10-04,2016,2016_October_4_2016
Quijano,"Gentlemen, Russia. Russian President Vladimir Putin invaded Ukraine, annexed Crimea, and has provided crucial military support to the Assad regime. What steps, if any, would your administration take to counter these actions? Senator Kaine?",2016-10-04,2016,2016_October_4_2016
Kaine,You’ve got to be tough on Russia. So let’s start with not praising Vladimir Putin as a great leader. Donald Trump and Mike Pence have said he’s a great leader. And Donald Trump has business…,2016-10-04,2016,2016_October_4_2016
Pence,"No, we haven’t.",2016-10-04,2016,2016_October_4_2016
Kaine,… has business dealings — has business dealings with Russia that he refuses to disclose. Hillary Clinton has gone toe-to-toe with Russia. She went toe-to-toe with Russia as secretary of state to do the New START Agreement to reduce Russia’s nuclear stockpile. She’s had the experience doing it.,2016-10-04,2016,2016_October_4_2016
Pence,"Oh, that’s nonsense.",2016-10-04,2016,2016_October_4_2016
Kaine,"He was on a TV show a couple months back, and he said, “I’ll guarantee you this, Russia’s not going into the Ukraine.” And he had to be reminded that they had gone into the Crimea two years before.",2016-10-04,2016,2016_October_4_2016
Pence,He knew that.,2016-10-04,2016,2016_October_4_2016
Kaine,"Hillary Clinton has gone toe-to-toe with Russia to work out a deal on New START. She got them engaged in a meaningful way to cap Iran’s nuclear weapons program. And yet she stood up to them on issues such as Syria and their invasion of Georgia. You’ve got to have the ability to do that, and Hillary does.",2016-10-04,2016,2016_October_4_2016
Pence,But what’s it got to do with Russia?,2016-10-04,2016,2016_October_4_2016
Kaine,"Every president since Richard Nixon has done it, and Donald Trump has said I’m doing business with Russia. The only way the American public will see whether he has a conflict of interest…",2016-10-04,2016,2016_October_4_2016
Pence,"No, he hasn’t said that.",2016-10-04,2016,2016_October_4_2016
Kaine,"He has, actually.",2016-10-04,2016,2016_October_4_2016
Quijano,"Senator, your time is up. Governor?",2016-10-04,2016,2016_October_4_2016
Pence,"Well, thanks. I’m just trying to keep up with the insult-driven campaign on the other side of the table.",2016-10-04,2016,2016_October_4_2016
Kaine,"You know, I’m just saying facts about your running mate.",2016-10-04,2016,2016_October_4_2016
Kaine,And I know you can’t defend.,2016-10-04,2016,2016_October_4_2016
Quijano,"Senator, please. This is the governor’s two minutes.",2016-10-04,2016,2016_October_4_2016
Pence,"I’m happy to defend him, Senator. Don’t put words in my mouth that I’m not defending him.",2016-10-04,2016,2016_October_4_2016
Kaine,You’re not.,2016-10-04,2016,2016_October_4_2016
Pence,"I’m happy to defend him. Most of what you said is completely false, and the American people know that.",2016-10-04,2016,2016_October_4_2016
Kaine,I’ll run through the list of things where you won’t defend…,2016-10-04,2016,2016_October_4_2016
Pence,This isn’t the old days where you can just say stuff and people believe it.,2016-10-04,2016,2016_October_4_2016
Quijano,"Senator, please. This is Governor Pence’s two minutes.",2016-10-04,2016,2016_October_4_2016
Pence,"Look, this is the alternative universe of Washington, D.C., versus reality. Hillary Clinton said her number-one priority was a reset with Russia. That reset resulted in the invasion of Ukraine, after they’d infiltrated with what are called little green men, Russian soldiers that were dressing up like Ukrainian dissidents, and then they moved all the way into Crimea, took over the Crimean Peninsula. Donald Trump knew that happened. He basically was saying it’s not going to happen again. The truth of the matter is that what you have in the rise of aggressive Russia, which has had — increased its influence in Iran, that’s now — now because of this deal is on a pathway in the future to obtain a nuclear — the leading state sponsor of terror in the world in Iran now has a closer working relationship with Russia because of Hillary Clinton and Barack Obama’s foreign policy and $150 billion and sanctions all being lifted.",2016-10-04,2016,2016_October_4_2016
Kaine,We wiped out the leader of Al Qaida.,2016-10-04,2016,2016_October_4_2016
Pence,… on the day that Iran released four American hostages…,2016-10-04,2016,2016_October_4_2016
Kaine,We stopped Iran from getting nuclear weapons.,2016-10-04,2016,2016_October_4_2016
Pence,… we delivered $400 million in cash as a ransom payment for Americans held by the radical mullahs in Tehran.,2016-10-04,2016,2016_October_4_2016
Quijano,"Governor, yesterday, Mr. Trump said…",2016-10-04,2016,2016_October_4_2016
Kaine,And we stopped a nuclear weapons program without a shot.,2016-10-04,2016,2016_October_4_2016
Quijano,"… quote, “Putin has no respect for Hillary Clinton and no respect for Obama.” Why do you think he’ll respect a Trump-Pence administration?",2016-10-04,2016,2016_October_4_2016
Pence,Strength. Plain and simple.,2016-10-04,2016,2016_October_4_2016
Kaine,Business dealings.,2016-10-04,2016,2016_October_4_2016
Pence,Donald Trump — that’s nonsense. Donald Trump is a strong leader…,2016-10-04,2016,2016_October_4_2016
Kaine,Donald Trump’s son says that the Trump organization…,2016-10-04,2016,2016_October_4_2016
Pence,… who is going to lead with American strength.,2016-10-04,2016,2016_October_4_2016
Quijano,"Please, Senator, I’ll give you a chance to respond.",2016-10-04,2016,2016_October_4_2016
Pence,"We’re going to rebuild our military. And let me — let me — this whole Putin thing. Look, America is stronger than Russia. Our economy is 16 times larger than the Russian economy. America’s political system is superior to the crony, corrupt capitalist system in Russia in every way.",2016-10-04,2016,2016_October_4_2016
Quijano,Senator Kaine?,2016-10-04,2016,2016_October_4_2016
Pence,… of Hillary Clinton and Barack Obama.,2016-10-04,2016,2016_October_4_2016
Kaine,"Well, this is one where we can just kind of go to the tape on it. But Governor Pence said, inarguably, Vladimir Putin is a better leader than President Obama.",2016-10-04,2016,2016_October_4_2016
Pence,That is absolutely inaccurate.,2016-10-04,2016,2016_October_4_2016
Kaine,And — and — and I just think a guy who praises…,2016-10-04,2016,2016_October_4_2016
Pence,He said he’s stronger — he’s been stronger on the world stage.,2016-10-04,2016,2016_October_4_2016
Kaine,"No, he said leader. And if — and I’ll just say this, Governor.",2016-10-04,2016,2016_October_4_2016
Pence,You just said better.,2016-10-04,2016,2016_October_4_2016
Kaine,"If you mistake leadership for dictatorship, and you can’t tell the difference, a country that’s running its economy into the ground…",2016-10-04,2016,2016_October_4_2016
Pence,"Yeah, here we go. This is the grade school thing again?",2016-10-04,2016,2016_October_4_2016
Kaine,… persecuting journalists…,2016-10-04,2016,2016_October_4_2016
Pence,"Right, this is grade school.",2016-10-04,2016,2016_October_4_2016
Kaine,"… if you can’t tell the difference, you shouldn’t be commander-in-chief.",2016-10-04,2016,2016_October_4_2016
Kaine,"And with Donald Trump — Donald Trump’s sons say that they have all these business dealings with Russia. Those could be disclosed with tax returns, but they refuse to do them. Americans need to worry about whether Donald Trump will be watching out for America’s bottom line or his own bottom line.",2016-10-04,2016,2016_October_4_2016
Quijano,"Senator Kaine, what went wrong with the Russia reset?",2016-10-04,2016,2016_October_4_2016
Kaine,Vladimir Putin. Vladimir Putin is a dictator.,2016-10-04,2016,2016_October_4_2016
Quijano,And what would do you differently?,2016-10-04,2016,2016_October_4_2016
Kaine,"Vladimir Putin is a dictator. He’s not a leader. Anybody who thinks otherwise doesn’t know Russian history and they don’t know Vladimir Putin. Hillary Clinton knows exactly who this guy is. John McCain said, I look in his eyes and I see KGB. And Hillary kind of has that same feeling.",2016-10-04,2016,2016_October_4_2016
Kaine,So how do deal with him? You’ve got to — we do have to deal with Russia in a lot of different ways. There are areas where we can cooperate. So it was Hillary Clinton who worked with Russia on the New START Treaty to reduce their nuclear weapons stockpile. It was Hillary Clinton that worked with Russia to get them engaged in a community of nations to stop the Iranian nuclear weapons program without firing a shot.,2016-10-04,2016,2016_October_4_2016
Quijano,"All right, I’d like to ask now about North Korea, Iran and the threat of nuclear weapons. North Korea recently conducted its fifth and most powerful nuclear test.",2016-10-04,2016,2016_October_4_2016
Quijano,What specific steps would you take to prevent North Korea from developing a nuclear-armed missile capable of reaching the United States? Governor Pence?,2016-10-04,2016,2016_October_4_2016
Pence,"Well, first, we need to — we need to make a commitment to rebuild our military, including modernizing our nuclear forces. And we also need — we also need an effective American diplomacy that will marshal the resources of nations in the Asian Pacific Rim to put pressure on North Korea, on Kim Jong-un, to abandon his nuclear ambitions. It has to remain the policy of the United States of America the denuclearization of the Korean Peninsula, plain and simple.",2016-10-04,2016,2016_October_4_2016
Kaine,Until he…[crosstalk],2016-10-04,2016,2016_October_4_2016
Pence,"… done well in some focus group. But here — Hillary Clinton and her husband set up a private foundation called the Clinton Foundation. While she was secretary of state, the Clinton Foundation accepted tens of millions of dollars from foreign governments and foreign donors.",2016-10-04,2016,2016_October_4_2016
Quijano,"Governor, your two minutes are up.",2016-10-04,2016,2016_October_4_2016
Pence,… the reason the American people don’t trust Hillary Clinton is because they are looking at the pay to play politics that she operated with the Clinton Foundation through a private server…,2016-10-04,2016,2016_October_4_2016
Quijano,"Governor, please.",2016-10-04,2016,2016_October_4_2016
Pence,… while she’s secretary of state.,2016-10-04,2016,2016_October_4_2016
Quijano,"Your two minutes are up, Governor.",2016-10-04,2016,2016_October_4_2016
Pence,And they’re saying enough is enough.,2016-10-04,2016,2016_October_4_2016
Quijano,Senator Kaine?,2016-10-04,2016,2016_October_4_2016
Kaine,"I’m going to talk about the foundation, and then I’ll talk about North Korea. So, on the foundation. I am glad to talk about the foundation. The Clinton Foundation is one of the highest- rated charities in the world. It provides AIDS drugs to about 11.5 million people. It helps Americans deal with opioid overdoses. It gets higher rankings for its charity than the American Red Cross does. The Clinton Foundation does an awful lot of good work.",2016-10-04,2016,2016_October_4_2016
Pence,The Trump Foundation is a non-profit.,2016-10-04,2016,2016_October_4_2016
Kaine,"In addition, Donald Trump has a foundation. The foundation was just fined for illegally contributing foundation dollars to a political campaign of a Florida attorney general. They made an illegal contribution, and then they tried to hide it by disguising it to somebody else. And the person they donated to was somebody whose office was charged with investigating Trump University.",2016-10-04,2016,2016_October_4_2016
Quijano,"Governor, I will give you 30 seconds to respond, because I know you want to, but, again, I would remind you both this was about North Korea. [laughter]",2016-10-04,2016,2016_October_4_2016
Pence,"Well, thank you. Thank you. The Trump Foundation is a private family foundation. They give virtually every cent in the Trump Foundation to charitable causes.",2016-10-04,2016,2016_October_4_2016
Kaine,Political contributions?,2016-10-04,2016,2016_October_4_2016
Pence,Less than ten cents on the dollar in the Clinton Foundation has gone to charitable causes.,2016-10-04,2016,2016_October_4_2016
Kaine,"A $20,000 portrait of Donald Trump? PENCE: Less than 10 cents on the dollar of the Clinton Foundation has gone to charitable causes.",2016-10-04,2016,2016_October_4_2016
Kaine,Ninety percent.,2016-10-04,2016,2016_October_4_2016
Pence,"It has been a platform for the Clintons to travel the world, to have staff. But honestly, Senator, we would know a lot more about it if Hillary Clinton would just turn over the 33,000 e-mails…",2016-10-04,2016,2016_October_4_2016
Quijano,"All right, let’s turn back to North Korea…",2016-10-04,2016,2016_October_4_2016
Pence,… that she refused to turn over in her private server…,2016-10-04,2016,2016_October_4_2016
Quijano,Senator Kaine…,2016-10-04,2016,2016_October_4_2016
Pence,… and we’d have a much better picture of what the Clinton Foundation was about.,2016-10-04,2016,2016_October_4_2016
Quijano,"Senator Kaine, if you had intelligence that North Korea was about to launch a missile, a nuclear-armed missile capable of reaching the United States, would you take preemptive action?",2016-10-04,2016,2016_October_4_2016
Kaine,"If we — look, a president should take action to defend the United States against imminent threat. You have to. A president has to do that. Now exactly what action, you would have to determine what your intelligence was, how certain you were of that intelligence, but you would have to take action.",2016-10-04,2016,2016_October_4_2016
Quijano,"All right. I’d like to turn to our next segment now. And in this, I’d like to focus on social issues. You have both been open about the role that faith has played in your lives. Can you discuss in detail a time when you struggled to balance your personal faith and a public policy position? Senator Kaine?",2016-10-04,2016,2016_October_4_2016
Kaine,"Yeah, that’s an easy one for me, Elaine. It’s an easy one. I’m really fortunate. I grew up in a wonderful household with great Irish Catholic parents. My mom and dad are sitting right here. I was educated by Jesuits at Rockhurst High School in Kansas City. My 40th reunion is in 10 days.",2016-10-04,2016,2016_October_4_2016
Quijano,Governor Pence?,2016-10-04,2016,2016_October_4_2016
Pence,"Well, it’s a wonderful question. And my Christian faith is at the very heart of who I am. I was also raised in a wonderful family of faith. It was a church on Sunday morning and grace before dinner.",2016-10-04,2016,2016_October_4_2016
Kaine,That’s shared.,2016-10-04,2016,2016_October_4_2016
Pence,"But for me, I would tell you that for me the sanctity of life proceeds out of the belief that — that ancient principle that — where God says before you were formed in the womb, I knew you, and so for my first time in public life, I sought to stand with great compassion for the sanctity of life.",2016-10-04,2016,2016_October_4_2016
